"Date","Price","Open","High","Low","Vol.","Change %"
"09/01/2016","95.46","95.98","96.33","94.46","","-0.58%"
"08/01/2016","96.02","95.59","96.52","94.08","","0.51%"
"07/01/2016","95.53","95.89","97.57","95.34","","-0.64%"
"06/01/2016","96.14","95.81","96.71","93.02","","0.26%"
"05/01/2016","95.89","93.02","95.97","91.92","","3.02%"
"04/01/2016","93.08","94.64","95.20","93.01","","-1.59%"
"03/01/2016","94.59","98.18","98.58","94.32","","-3.69%"
"02/01/2016","98.21","99.55","99.63","95.24","","-1.40%"
"01/01/2016","99.61","98.59","99.83","98.05","","0.99%"
"12/01/2015","98.63","100.23","100.51","97.19","","-1.54%"
"11/01/2015","100.17","96.69","100.31","96.64","","3.33%"
"10/01/2015","96.95","96.27","97.82","93.81","","0.62%"
"09/01/2015","96.35","95.93","96.70","94.06","","0.55%"
"08/01/2015","95.82","97.22","98.33","92.62","","-1.55%"
"07/01/2015","97.34","95.58","98.15","95.45","","1.94%"
"06/01/2015","95.49","96.90","97.68","93.56","","-1.47%"
"05/01/2015","96.91","94.82","97.78","93.13","","2.44%"
"04/01/2015","94.60","98.42","99.99","94.40","","-3.82%"
"03/01/2015","98.36","95.38","100.39","95.06","","3.19%"
"02/01/2015","95.32","94.58","95.85","93.25","","0.55%"
"01/01/2015","94.80","90.36","95.48","90.33","","5.02%"
"12/01/2014","90.27","88.16","90.32","87.63","","2.17%"
"11/01/2014","88.36","87.08","88.44","86.88","","1.66%"
"10/01/2014","86.92","85.92","87.13","84.47","","1.14%"
"09/01/2014","85.94","82.77","86.22","82.67","","3.85%"
"08/01/2014","82.75","81.44","82.75","81.19","","1.59%"
"07/01/2014","81.46","79.79","81.57","79.74","","2.11%"
"06/01/2014","79.78","80.36","81.02","79.76","","-0.74%"
"05/01/2014","80.37","79.51","80.58","78.91","","1.13%"
"04/01/2014","79.47","80.10","80.60","79.33","","-0.78%"
"03/01/2014","80.10","79.90","80.35","79.27","","0.51%"
"02/01/2014","79.69","81.28","81.32","79.69","","-1.99%"
"01/01/2014","81.31","80.21","81.39","80.08","","1.59%"
"12/01/2013","80.04","80.66","80.99","79.69","","-0.80%"
"11/01/2013","80.68","80.23","81.48","80.25","","0.60%"
"10/01/2013","80.19","80.27","80.75","79.00","","-0.03%"
"09/01/2013","80.22","82.05","82.67","80.03","","-2.27%"
"08/01/2013","82.09","81.66","82.49","80.75","","0.78%"
"07/01/2013","81.45","83.18","84.75","81.41","","-2.03%"
"06/01/2013","83.14","83.32","83.38","80.50","","-0.15%"
"05/01/2013","83.26","81.71","84.50","81.33","","1.85%"
"04/01/2013","81.75","83.05","83.49","81.60","","-1.77%"
"03/01/2013","83.22","81.92","83.30","81.78","","1.55%"
"02/01/2013","81.95","79.13","82.00","78.92","","3.46%"
"01/01/2013","79.21","79.69","80.87","79.13","","-0.70%"
"12/01/2012","79.77","80.24","80.66","79.01","","-0.48%"
"11/01/2012","80.15","79.95","81.46","79.86","","0.29%"
"10/01/2012","79.92","79.95","80.32","78.93","","-0.02%"
"09/01/2012","79.93","81.29","81.67","78.60","","-1.57%"
"08/01/2012","81.21","82.70","83.51","80.96","","-1.72%"
"07/01/2012","82.64","81.56","84.10","81.53","","1.23%"
"06/01/2012","81.63","83.07","83.54","81.19","","-1.71%"
"05/01/2012","83.04","78.78","83.21","78.60","","5.41%"
"04/01/2012","78.78","78.89","80.18","78.64","","-0.28%"
"03/01/2012","79.00","78.77","80.74","78.63","","0.33%"
"02/01/2012","78.74","79.32","80.12","78.09","","-0.69%"
"01/01/2012","79.29","80.28","81.78","78.74","","-1.11%"
"12/01/2011","80.18","78.33","80.85","77.97","","2.30%"
"11/01/2011","78.38","76.56","79.70","76.46","","2.90%"
"10/01/2011","76.17","79.02","79.84","74.72","","-3.03%"
"09/01/2011","78.55","74.17","78.86","74.15","","5.98%"
"08/01/2011","74.12","73.81","75.42","73.45","","0.30%"
"07/01/2011","73.90","74.45","76.72","73.42","","-0.54%"
"06/01/2011","74.30","74.43","76.02","73.51","","-0.46%"
"05/01/2011","74.64","72.99","76.37","72.70","","2.34%"
"04/01/2011","72.93","76.05","76.61","72.83","","-3.86%"
"03/01/2011","75.86","76.86","77.38","75.34","","-1.34%"
"02/01/2011","76.89","77.61","78.87","76.76","","-1.08%"
"01/01/2011","77.73","79.14","81.31","77.54","","-1.64%"
"12/01/2010","79.03","81.26","81.36","78.78","","-2.66%"
"11/01/2010","81.19","76.97","81.44","75.63","","5.07%"
"10/01/2010","77.27","78.80","78.83","76.14","","-1.84%"
"09/01/2010","78.72","83.09","83.22","78.41","","-5.38%"
"08/01/2010","83.20","81.50","83.56","80.08","","2.04%"
